Sub	Trial	Color	Period	Session	Path
56	2	r	3	2	C:\LRC\2012_FALL\EEG_ONR_DAY\WEEK_2\TUESDAY_6_12_12\TRIAL3_3PM\56_2.bdf
56	3	r	3	2	C:\LRC\2012_FALL\EEG_ONR_DAY\WEEK_2\TUESDAY_6_12_12\TRIAL3_3PM\56_3.bdf
56	1	w	1	1	C:\LRC\2012_FALL\EEG_ONR_DAY\WEEK_1\TUESDAY_06_05_12\TRIAL1_7AM\56_1.bdf
56	2	w	1	1	C:\LRC\2012_FALL\EEG_ONR_DAY\WEEK_1\TUESDAY_06_05_12\TRIAL1_7AM\56_1.bdf
56	3	w	1	1	C:\LRC\2012_FALL\EEG_ONR_DAY\WEEK_1\TUESDAY_06_05_12\TRIAL1_7AM\56_1.bdf
56	1	w	2	1	C:\LRC\2012_FALL\EEG_ONR_DAY\WEEK_1\TUESDAY_06_05_12\TRIAL1_7AM\56_1.bdf
56	2	w	2	1	C:\LRC\2012_FALL\EEG_ONR_DAY\WEEK_1\TUESDAY_06_05_12\TRIAL1_7AM\56_1.bdf
56	3	w	2	1	C:\LRC\2012_FALL\EEG_ONR_DAY\WEEK_1\TUESDAY_06_05_12\TRIAL1_7AM\56_1.bdf
56	1	w	3	1	C:\LRC\2012_FALL\EEG_ONR_DAY\WEEK_1\TUESDAY_06_05_12\TRIAL1_7AM\56_1.bdf
56	2	w	3	1	C:\LRC\2012_FALL\EEG_ONR_DAY\WEEK_1\TUESDAY_06_05_12\TRIAL1_7AM\56_1.bdf
56	3	w	3	1	C:\LRC\2012_FALL\EEG_ONR_DAY\WEEK_1\TUESDAY_06_05_12\TRIAL1_7AM\56_1.bdf
57	1	d	1	3	C:\LRC\2012_FALL\EEG_ONR_DAY\WEEK_3\TUESDAY_6_19_12\TRIAL1_7AM\57_1.bdf
57	2	d	1	3	C:\LRC\2012_FALL\EEG_ONR_DAY\WEEK_3\TUESDAY_6_19_12\TRIAL1_7AM\57_2.bdf
57	3	d	1	3	C:\LRC\2012_FALL\EEG_ONR_DAY\WEEK_3\TUESDAY_6_19_12\TRIAL1_7AM\57_3.bdf
57	1	d	2	3	C:\LRC\2012_FALL\EEG_ONR_DAY\WEEK_3\TUESDAY_6_19_12\TRIAL2_11AM\57_1.bdf
57	2	d	2	3	C:\LRC\2012_FALL\EEG_ONR_DAY\WEEK_3\TUESDAY_6_19_12\TRIAL2_11AM\57_2.bdf
57	3	d	2	3	C:\LRC\2012_FALL\EEG_ONR_DAY\WEEK_3\TUESDAY_6_19_12\TRIAL2_11AM\57_3.bdf
57	1	d	3	3	C:\LRC\2012_FALL\EEG_ONR_DAY\WEEK_3\TUESDAY_6_19_12\TRIAL3_3PM\57_1.bdf
57	2	d	3	3	C:\LRC\2012_FALL\EEG_ONR_DAY\WEEK_3\TUESDAY_6_19_12\TRIAL3_3PM\57_2.bdf
57	3	d	3	3	C:\LRC\2012_FALL\EEG_ONR_DAY\WEEK_3\TUESDAY_6_19_12\TRIAL3_3PM\57_3.bdf
57	1	r	1	1	C:\LRC\2012_FALL\EEG_ONR_DAY\WEEK_1\TUESDAY_06_05_12\TRIAL1_7AM\57_1.bdf
57	2	r	1	1	C:\LRC\2012_FALL\EEG_ONR_DAY\WEEK_1\TUESDAY_06_05_12\TRIAL1_7AM\57_2.bdf
57	3	r	1	1	C:\LRC\2012_FALL\EEG_ONR_DAY\WEEK_1\TUESDAY_06_05_12\TRIAL1_7AM\57_3.bdf
57	1	r	2	1	C:\LRC\2012_FALL\EEG_ONR_DAY\WEEK_1\TUESDAY_06_05_12\TRIAL2_11AM\57_1.bdf
57	2	r	2	1	C:\LRC\2012_FALL\EEG_ONR_DAY\WEEK_1\TUESDAY_06_05_12\TRIAL2_11AM\57_2.bdf
57	3	r	2	1	C:\LRC\2012_FALL\EEG_ONR_DAY\WEEK_1\TUESDAY_06_05_12\TRIAL2_11AM\57_3.bdf
57	1	r	3	1	C:\LRC\2012_FALL\EEG_ONR_DAY\WEEK_1\TUESDAY_06_05_12\TRIAL3_3PM\57_1.bdf
57	2	r	3	1	C:\LRC\2012_FALL\EEG_ONR_DAY\WEEK_1\TUESDAY_06_05_12\TRIAL3_3PM\57_2.bdf
57	3	r	3	1	C:\LRC\2012_FALL\EEG_ONR_DAY\WEEK_1\TUESDAY_06_05_12\TRIAL3_3PM\57_3.bdf
57	1	w	1	2	C:\LRC\2012_FALL\EEG_ONR_DAY\WEEK_2\TUESDAY_6_12_12\TRIAL1_7AM\57_1.bdf
57	2	w	1	2	C:\LRC\2012_FALL\EEG_ONR_DAY\WEEK_2\TUESDAY_6_12_12\TRIAL1_7AM\57_2.bdf
57	3	w	1	2	C:\LRC\2012_FALL\EEG_ONR_DAY\WEEK_2\TUESDAY_6_12_12\TRIAL1_7AM\57_3.bdf
57	1	w	2	2	C:\LRC\2012_FALL\EEG_ONR_DAY\WEEK_2\TUESDAY_6_12_12\TRIAL2_11AM\57_1.bdf
57	2	w	2	2	C:\LRC\2012_FALL\EEG_ONR_DAY\WEEK_2\TUESDAY_6_12_12\TRIAL2_11AM\57_2.bdf
57	3	w	2	2	C:\LRC\2012_FALL\EEG_ONR_DAY\WEEK_2\TUESDAY_6_12_12\TRIAL2_11AM\57_3.bdf
57	1	w	3	2	C:\LRC\2012_FALL\EEG_ONR_DAY\WEEK_2\TUESDAY_6_12_12\TRIAL3_3PM\57_1.bdf
57	2	w	3	2	C:\LRC\2012_FALL\EEG_ONR_DAY\WEEK_2\TUESDAY_6_12_12\TRIAL3_3PM\57_2.bdf
57	3	w	3	2	C:\LRC\2012_FALL\EEG_ONR_DAY\WEEK_2\TUESDAY_6_12_12\TRIAL3_3PM\57_3.bdf
58	1	d	1	2	C:\LRC\2012_FALL\EEG_ONR_DAY\WEEK_2\WEDNESDAY_6_13_12\TRIAL1_7AM\58_1.bdf
58	2	d	1	2	C:\LRC\2012_FALL\EEG_ONR_DAY\WEEK_2\WEDNESDAY_6_13_12\TRIAL1_7AM\58_2.bdf
58	3	d	1	2	C:\LRC\2012_FALL\EEG_ONR_DAY\WEEK_2\WEDNESDAY_6_13_12\TRIAL1_7AM\58_3.bdf
58	1	d	2	2	C:\LRC\2012_FALL\EEG_ONR_DAY\WEEK_2\WEDNESDAY_6_13_12\TRIAL2_11AM\58_1.bdf
58	2	d	2	2	C:\LRC\2012_FALL\EEG_ONR_DAY\WEEK_2\WEDNESDAY_6_13_12\TRIAL2_11AM\58_2.bdf
58	3	d	2	2	C:\LRC\2012_FALL\EEG_ONR_DAY\WEEK_2\WEDNESDAY_6_13_12\TRIAL2_11AM\58_3.bdf
58	1	d	3	2	C:\LRC\2012_FALL\EEG_ONR_DAY\WEEK_2\WEDNESDAY_6_13_12\TRIAL3_3PM\58_1.bdf
58	2	d	3	2	C:\LRC\2012_FALL\EEG_ONR_DAY\WEEK_2\WEDNESDAY_6_13_12\TRIAL3_3PM\58_2.bdf
58	3	d	3	2	C:\LRC\2012_FALL\EEG_ONR_DAY\WEEK_2\WEDNESDAY_6_13_12\TRIAL3_3PM\58_3.bdf
58	1	r	1	1	C:\LRC\2012_FALL\EEG_ONR_DAY\WEEK_1\WEDNESDAY_06_06_12\TRIAL1_7AM\58_1.bdf
58	2	r	1	1	C:\LRC\2012_FALL\EEG_ONR_DAY\WEEK_1\WEDNESDAY_06_06_12\TRIAL1_7AM\58_2.bdf
58	3	r	1	1	C:\LRC\2012_FALL\EEG_ONR_DAY\WEEK_1\WEDNESDAY_06_06_12\TRIAL1_7AM\58_3.bdf
58	1	r	2	1	C:\LRC\2012_FALL\EEG_ONR_DAY\WEEK_1\WEDNESDAY_06_06_12\TRIAL2_11AM\58_1.bdf
58	2	r	2	1	C:\LRC\2012_FALL\EEG_ONR_DAY\WEEK_1\WEDNESDAY_06_06_12\TRIAL2_11AM\58_2.bdf
58	3	r	2	1	C:\LRC\2012_FALL\EEG_ONR_DAY\WEEK_1\WEDNESDAY_06_06_12\TRIAL2_11AM\58_3.bdf
58	1	r	3	1	C:\LRC\2012_FALL\EEG_ONR_DAY\WEEK_1\WEDNESDAY_06_06_12\TRIAL3_3PM\58_1.bdf
58	2	r	3	1	C:\LRC\2012_FALL\EEG_ONR_DAY\WEEK_1\WEDNESDAY_06_06_12\TRIAL3_3PM\58_2.bdf
58	3	r	3	1	C:\LRC\2012_FALL\EEG_ONR_DAY\WEEK_1\WEDNESDAY_06_06_12\TRIAL3_3PM\58_3.bdf
58	1	w	1	3	C:\LRC\2012_FALL\EEG_ONR_DAY\WEEK_3\WEDNESDAY_6_20_12\TRIAL1_7AM\58_1.bdf
58	2	w	1	3	C:\LRC\2012_FALL\EEG_ONR_DAY\WEEK_3\WEDNESDAY_6_20_12\TRIAL1_7AM\58_2.bdf
58	3	w	1	3	C:\LRC\2012_FALL\EEG_ONR_DAY\WEEK_3\WEDNESDAY_6_20_12\TRIAL1_7AM\58_3.bdf
58	1	w	2	3	C:\LRC\2012_FALL\EEG_ONR_DAY\WEEK_3\WEDNESDAY_6_20_12\TRIAL2_11AM\58_1.bdf
58	2	w	2	3	C:\LRC\2012_FALL\EEG_ONR_DAY\WEEK_3\WEDNESDAY_6_20_12\TRIAL2_11AM\58_2.bdf
58	3	w	2	3	C:\LRC\2012_FALL\EEG_ONR_DAY\WEEK_3\WEDNESDAY_6_20_12\TRIAL2_11AM\58_3.bdf
58	1	w	3	3	C:\LRC\2012_FALL\EEG_ONR_DAY\WEEK_3\WEDNESDAY_6_20_12\TRIAL3_3PM\58_1.bdf
58	2	w	3	3	C:\LRC\2012_FALL\EEG_ONR_DAY\WEEK_3\WEDNESDAY_6_20_12\TRIAL3_3PM\58_2.bdf
58	3	w	3	3	C:\LRC\2012_FALL\EEG_ONR_DAY\WEEK_3\WEDNESDAY_6_20_12\TRIAL3_3PM\58_3.bdf
59	1	d	1	1	C:\LRC\2012_FALL\EEG_ONR_DAY\WEEK_1\WEDNESDAY_06_06_12\TRIAL1_7AM\59_1.bdf
59	2	d	1	1	C:\LRC\2012_FALL\EEG_ONR_DAY\WEEK_1\WEDNESDAY_06_06_12\TRIAL1_7AM\59_2.bdf
59	3	d	1	1	C:\LRC\2012_FALL\EEG_ONR_DAY\WEEK_1\WEDNESDAY_06_06_12\TRIAL1_7AM\59_3.bdf
59	1	d	2	1	C:\LRC\2012_FALL\EEG_ONR_DAY\WEEK_1\WEDNESDAY_06_06_12\TRIAL2_11AM\59_1.bdf
59	2	d	2	1	C:\LRC\2012_FALL\EEG_ONR_DAY\WEEK_1\WEDNESDAY_06_06_12\TRIAL2_11AM\59_2.bdf
59	3	d	2	1	C:\LRC\2012_FALL\EEG_ONR_DAY\WEEK_1\WEDNESDAY_06_06_12\TRIAL2_11AM\59_3.bdf
59	1	d	3	1	C:\LRC\2012_FALL\EEG_ONR_DAY\WEEK_1\WEDNESDAY_06_06_12\TRIAL3_3PM\59_1.bdf
59	2	d	3	1	C:\LRC\2012_FALL\EEG_ONR_DAY\WEEK_1\WEDNESDAY_06_06_12\TRIAL3_3PM\59_2.bdf
59	3	d	3	1	C:\LRC\2012_FALL\EEG_ONR_DAY\WEEK_1\WEDNESDAY_06_06_12\TRIAL3_3PM\59_3.bdf
59	1	r	1	2	C:\LRC\2012_FALL\EEG_ONR_DAY\WEEK_2\WEDNESDAY_6_13_12\TRIAL1_7AM\59_1.bdf
59	2	r	1	2	C:\LRC\2012_FALL\EEG_ONR_DAY\WEEK_2\WEDNESDAY_6_13_12\TRIAL1_7AM\59_2.bdf
59	3	r	1	2	C:\LRC\2012_FALL\EEG_ONR_DAY\WEEK_2\WEDNESDAY_6_13_12\TRIAL1_7AM\59_3.bdf
59	1	r	2	2	C:\LRC\2012_FALL\EEG_ONR_DAY\WEEK_2\WEDNESDAY_6_13_12\TRIAL2_11AM\59_1.bdf
59	2	r	2	2	C:\LRC\2012_FALL\EEG_ONR_DAY\WEEK_2\WEDNESDAY_6_13_12\TRIAL2_11AM\59_2.bdf
59	3	r	2	2	C:\LRC\2012_FALL\EEG_ONR_DAY\WEEK_2\WEDNESDAY_6_13_12\TRIAL2_11AM\59_3.bdf
59	1	r	3	2	C:\LRC\2012_FALL\EEG_ONR_DAY\WEEK_2\WEDNESDAY_6_13_12\TRIAL3_3PM\59_1.bdf
59	2	r	3	2	C:\LRC\2012_FALL\EEG_ONR_DAY\WEEK_2\WEDNESDAY_6_13_12\TRIAL3_3PM\59_2.bdf
59	3	r	3	2	C:\LRC\2012_FALL\EEG_ONR_DAY\WEEK_2\WEDNESDAY_6_13_12\TRIAL3_3PM\59_3.bdf
59	1	w	1	3	C:\LRC\2012_FALL\EEG_ONR_DAY\WEEK_3\WEDNESDAY_6_20_12\TRIAL1_7AM\59_1.bdf
59	2	w	1	3	C:\LRC\2012_FALL\EEG_ONR_DAY\WEEK_3\WEDNESDAY_6_20_12\TRIAL1_7AM\59_2.bdf
59	3	w	1	3	C:\LRC\2012_FALL\EEG_ONR_DAY\WEEK_3\WEDNESDAY_6_20_12\TRIAL1_7AM\59_3.bdf
59	1	w	2	3	C:\LRC\2012_FALL\EEG_ONR_DAY\WEEK_3\WEDNESDAY_6_20_12\TRIAL2_11AM\59_1.bdf
59	2	w	2	3	C:\LRC\2012_FALL\EEG_ONR_DAY\WEEK_3\WEDNESDAY_6_20_12\TRIAL2_11AM\59_2.bdf
59	3	w	2	3	C:\LRC\2012_FALL\EEG_ONR_DAY\WEEK_3\WEDNESDAY_6_20_12\TRIAL2_11AM\59_3.bdf
59	1	w	3	3	C:\LRC\2012_FALL\EEG_ONR_DAY\WEEK_3\WEDNESDAY_6_20_12\TRIAL3_3PM\59_1.bdf
59	2	w	3	3	C:\LRC\2012_FALL\EEG_ONR_DAY\WEEK_3\WEDNESDAY_6_20_12\TRIAL3_3PM\59_2.bdf
59	3	w	3	3	C:\LRC\2012_FALL\EEG_ONR_DAY\WEEK_3\WEDNESDAY_6_20_12\TRIAL3_3PM\59_3.bdf
60	1	d	1	3	C:\LRC\2012_FALL\EEG_ONR_DAY\WEEK_3\WEDNESDAY_6_20_12\TRIAL1_7AM\60_1.bdf
60	2	d	1	3	C:\LRC\2012_FALL\EEG_ONR_DAY\WEEK_3\WEDNESDAY_6_20_12\TRIAL1_7AM\60_2.bdf
60	3	d	1	3	C:\LRC\2012_FALL\EEG_ONR_DAY\WEEK_3\WEDNESDAY_6_20_12\TRIAL1_7AM\60_3.bdf
60	1	d	2	3	C:\LRC\2012_FALL\EEG_ONR_DAY\WEEK_3\WEDNESDAY_6_20_12\TRIAL2_11AM\60_1.bdf
60	2	d	2	3	C:\LRC\2012_FALL\EEG_ONR_DAY\WEEK_3\WEDNESDAY_6_20_12\TRIAL2_11AM\60_2.bdf
60	3	d	2	3	C:\LRC\2012_FALL\EEG_ONR_DAY\WEEK_3\WEDNESDAY_6_20_12\TRIAL2_11AM\60_3.bdf
60	1	d	3	3	C:\LRC\2012_FALL\EEG_ONR_DAY\WEEK_3\WEDNESDAY_6_20_12\TRIAL3_3PM\60_1.bdf
60	2	d	3	3	C:\LRC\2012_FALL\EEG_ONR_DAY\WEEK_3\WEDNESDAY_6_20_12\TRIAL3_3PM\60_2.bdf
60	3	d	3	3	C:\LRC\2012_FALL\EEG_ONR_DAY\WEEK_3\WEDNESDAY_6_20_12\TRIAL3_3PM\60_3.bdf
60	1	r	1	1	C:\LRC\2012_FALL\EEG_ONR_DAY\WEEK_1\WEDNESDAY_06_06_12\TRIAL1_7AM\60_1.bdf
60	2	r	1	1	C:\LRC\2012_FALL\EEG_ONR_DAY\WEEK_1\WEDNESDAY_06_06_12\TRIAL1_7AM\60_2.bdf
60	3	r	1	1	C:\LRC\2012_FALL\EEG_ONR_DAY\WEEK_1\WEDNESDAY_06_06_12\TRIAL1_7AM\60_3.bdf
60	1	r	2	1	C:\LRC\2012_FALL\EEG_ONR_DAY\WEEK_1\WEDNESDAY_06_06_12\TRIAL2_11AM\60_1.bdf
60	2	r	2	1	C:\LRC\2012_FALL\EEG_ONR_DAY\WEEK_1\WEDNESDAY_06_06_12\TRIAL2_11AM\60_2.bdf
60	3	r	2	1	C:\LRC\2012_FALL\EEG_ONR_DAY\WEEK_1\WEDNESDAY_06_06_12\TRIAL2_11AM\60_3.bdf
60	1	r	3	1	C:\LRC\2012_FALL\EEG_ONR_DAY\WEEK_1\WEDNESDAY_06_06_12\TRIAL3_3PM\60_1.bdf
60	2	r	3	1	C:\LRC\2012_FALL\EEG_ONR_DAY\WEEK_1\WEDNESDAY_06_06_12\TRIAL3_3PM\60_2.bdf
60	3	r	3	1	C:\LRC\2012_FALL\EEG_ONR_DAY\WEEK_1\WEDNESDAY_06_06_12\TRIAL3_3PM\60_3.bdf
60	1	w	1	2	C:\LRC\2012_FALL\EEG_ONR_DAY\WEEK_2\WEDNESDAY_6_13_12\TRIAL1_7AM\60_1.bdf
60	2	w	1	2	C:\LRC\2012_FALL\EEG_ONR_DAY\WEEK_2\WEDNESDAY_6_13_12\TRIAL1_7AM\60_2.bdf
60	3	w	1	2	C:\LRC\2012_FALL\EEG_ONR_DAY\WEEK_2\WEDNESDAY_6_13_12\TRIAL1_7AM\60_3.bdf
60	1	w	2	2	C:\LRC\2012_FALL\EEG_ONR_DAY\WEEK_2\WEDNESDAY_6_13_12\TRIAL2_11AM\60_1.bdf
60	2	w	2	2	C:\LRC\2012_FALL\EEG_ONR_DAY\WEEK_2\WEDNESDAY_6_13_12\TRIAL2_11AM\60_2.bdf
60	3	w	2	2	C:\LRC\2012_FALL\EEG_ONR_DAY\WEEK_2\WEDNESDAY_6_13_12\TRIAL2_11AM\60_3.bdf
60	1	w	3	2	C:\LRC\2012_FALL\EEG_ONR_DAY\WEEK_2\WEDNESDAY_6_13_12\TRIAL3_3PM\60_1.bdf
60	2	w	3	2	C:\LRC\2012_FALL\EEG_ONR_DAY\WEEK_2\WEDNESDAY_6_13_12\TRIAL3_3PM\60_2.bdf
60	3	w	3	2	C:\LRC\2012_FALL\EEG_ONR_DAY\WEEK_2\WEDNESDAY_6_13_12\TRIAL3_3PM\60_3.bdf
61	1	d	1	2	C:\LRC\2012_FALL\EEG_ONR_DAY\WEEK_2\WEDNESDAY_6_13_12\TRIAL1_7AM\61_1.bdf
61	2	d	1	2	C:\LRC\2012_FALL\EEG_ONR_DAY\WEEK_2\WEDNESDAY_6_13_12\TRIAL1_7AM\61_2.bdf
61	3	d	1	2	C:\LRC\2012_FALL\EEG_ONR_DAY\WEEK_2\WEDNESDAY_6_13_12\TRIAL1_7AM\61_3.bdf
61	1	d	2	2	C:\LRC\2012_FALL\EEG_ONR_DAY\WEEK_2\WEDNESDAY_6_13_12\TRIAL2_11AM\61_1.bdf
61	2	d	2	2	C:\LRC\2012_FALL\EEG_ONR_DAY\WEEK_2\WEDNESDAY_6_13_12\TRIAL2_11AM\61_2.bdf
61	3	d	2	2	C:\LRC\2012_FALL\EEG_ONR_DAY\WEEK_2\WEDNESDAY_6_13_12\TRIAL2_11AM\61_3.bdf
61	1	d	3	2	C:\LRC\2012_FALL\EEG_ONR_DAY\WEEK_2\WEDNESDAY_6_13_12\TRIAL3_3PM\61_1.bdf
61	2	d	3	2	C:\LRC\2012_FALL\EEG_ONR_DAY\WEEK_2\WEDNESDAY_6_13_12\TRIAL3_3PM\61_2.bdf
61	3	d	3	2	C:\LRC\2012_FALL\EEG_ONR_DAY\WEEK_2\WEDNESDAY_6_13_12\TRIAL3_3PM\61_3.bdf
61	1	r	1	3	C:\LRC\2012_FALL\EEG_ONR_DAY\WEEK_3\WEDNESDAY_6_20_12\TRIAL1_7AM\61_1.bdf
61	2	r	1	3	C:\LRC\2012_FALL\EEG_ONR_DAY\WEEK_3\WEDNESDAY_6_20_12\TRIAL1_7AM\61_2.bdf
61	3	r	1	3	C:\LRC\2012_FALL\EEG_ONR_DAY\WEEK_3\WEDNESDAY_6_20_12\TRIAL1_7AM\61_3.bdf
61	1	r	2	3	C:\LRC\2012_FALL\EEG_ONR_DAY\WEEK_3\WEDNESDAY_6_20_12\TRIAL2_11AM\61_1.bdf
61	2	r	2	3	C:\LRC\2012_FALL\EEG_ONR_DAY\WEEK_3\WEDNESDAY_6_20_12\TRIAL2_11AM\61_2.bdf
61	3	r	2	3	C:\LRC\2012_FALL\EEG_ONR_DAY\WEEK_3\WEDNESDAY_6_20_12\TRIAL2_11AM\61_3.bdf
61	1	r	3	3	C:\LRC\2012_FALL\EEG_ONR_DAY\WEEK_3\WEDNESDAY_6_20_12\TRIAL3_3PM\61_1.bdf
61	2	r	3	3	C:\LRC\2012_FALL\EEG_ONR_DAY\WEEK_3\WEDNESDAY_6_20_12\TRIAL3_3PM\61_2.bdf
61	3	r	3	3	C:\LRC\2012_FALL\EEG_ONR_DAY\WEEK_3\WEDNESDAY_6_20_12\TRIAL3_3PM\61_3.bdf
61	1	w	1	1	C:\LRC\2012_FALL\EEG_ONR_DAY\WEEK_1\WEDNESDAY_06_06_12\TRIAL1_7AM\61_1.bdf
61	2	w	1	1	C:\LRC\2012_FALL\EEG_ONR_DAY\WEEK_1\WEDNESDAY_06_06_12\TRIAL1_7AM\61_2.bdf
61	3	w	1	1	C:\LRC\2012_FALL\EEG_ONR_DAY\WEEK_1\WEDNESDAY_06_06_12\TRIAL1_7AM\61_3.bdf
61	1	w	2	1	C:\LRC\2012_FALL\EEG_ONR_DAY\WEEK_1\WEDNESDAY_06_06_12\TRIAL2_11AM\61_1.bdf
61	2	w	2	1	C:\LRC\2012_FALL\EEG_ONR_DAY\WEEK_1\WEDNESDAY_06_06_12\TRIAL2_11AM\61_2.bdf
61	3	w	2	1	C:\LRC\2012_FALL\EEG_ONR_DAY\WEEK_1\WEDNESDAY_06_06_12\TRIAL2_11AM\61_3.bdf
61	1	w	3	1	C:\LRC\2012_FALL\EEG_ONR_DAY\WEEK_1\WEDNESDAY_06_06_12\TRIAL3_3PM\61_1.bdf
61	2	w	3	1	C:\LRC\2012_FALL\EEG_ONR_DAY\WEEK_1\WEDNESDAY_06_06_12\TRIAL3_3PM\61_2.bdf
61	3	w	3	1	C:\LRC\2012_FALL\EEG_ONR_DAY\WEEK_1\WEDNESDAY_06_06_12\TRIAL3_3PM\61_3.bdf
62	1	d	1	1	C:\LRC\2012_FALL\EEG_ONR_DAY\WEEK_1\THURSDAY_06_07_12\TRIAL1_7am\62_1.bdf
62	2	d	1	1	C:\LRC\2012_FALL\EEG_ONR_DAY\WEEK_1\THURSDAY_06_07_12\TRIAL1_7am\62_2.bdf
62	3	d	1	1	C:\LRC\2012_FALL\EEG_ONR_DAY\WEEK_1\THURSDAY_06_07_12\TRIAL1_7am\62_3.bdf
62	1	d	2	1	C:\LRC\2012_FALL\EEG_ONR_DAY\WEEK_1\THURSDAY_06_07_12\TRIAL2_11AM\62_1.bdf
62	2	d	2	1	C:\LRC\2012_FALL\EEG_ONR_DAY\WEEK_1\THURSDAY_06_07_12\TRIAL2_11AM\62_2.bdf
62	3	d	2	1	C:\LRC\2012_FALL\EEG_ONR_DAY\WEEK_1\THURSDAY_06_07_12\TRIAL2_11AM\62_3.bdf
62	1	d	3	1	C:\LRC\2012_FALL\EEG_ONR_DAY\WEEK_1\THURSDAY_06_07_12\TRIAL3_3PM\62_1.bdf
62	2	d	3	1	C:\LRC\2012_FALL\EEG_ONR_DAY\WEEK_1\THURSDAY_06_07_12\TRIAL3_3PM\62_2.bdf
62	3	d	3	1	C:\LRC\2012_FALL\EEG_ONR_DAY\WEEK_1\THURSDAY_06_07_12\TRIAL3_3PM\62_3.bdf
62	1	r	1	2	C:\LRC\2012_FALL\EEG_ONR_DAY\WEEK_2\THURSDAY_6_14_12\TRIAL1_7AM\62_1.bdf
62	2	r	1	2	C:\LRC\2012_FALL\EEG_ONR_DAY\WEEK_2\THURSDAY_6_14_12\TRIAL1_7AM\62_2.bdf
62	3	r	1	2	C:\LRC\2012_FALL\EEG_ONR_DAY\WEEK_2\THURSDAY_6_14_12\TRIAL1_7AM\62_3.bdf
62	1	r	2	2	C:\LRC\2012_FALL\EEG_ONR_DAY\WEEK_2\THURSDAY_6_14_12\TRIAL2_11AM\62_1.bdf
62	2	r	2	2	C:\LRC\2012_FALL\EEG_ONR_DAY\WEEK_2\THURSDAY_6_14_12\TRIAL2_11AM\62_2.bdf
62	3	r	2	2	C:\LRC\2012_FALL\EEG_ONR_DAY\WEEK_2\THURSDAY_6_14_12\TRIAL2_11AM\62_3.bdf
62	1	r	3	2	C:\LRC\2012_FALL\EEG_ONR_DAY\WEEK_2\THURSDAY_6_14_12\TRIAL3_3PM\62_1.bdf
62	2	r	3	2	C:\LRC\2012_FALL\EEG_ONR_DAY\WEEK_2\THURSDAY_6_14_12\TRIAL3_3PM\62_2.bdf
62	3	r	3	2	C:\LRC\2012_FALL\EEG_ONR_DAY\WEEK_2\THURSDAY_6_14_12\TRIAL3_3PM\62_3.bdf
62	1	w	1	3	C:\LRC\2012_FALL\EEG_ONR_DAY\WEEK_3\THURSDAY_6_21_12\TRIAL1_7AM\62_1.bdf
62	2	w	1	3	C:\LRC\2012_FALL\EEG_ONR_DAY\WEEK_3\THURSDAY_6_21_12\TRIAL1_7AM\62_2.bdf
62	3	w	1	3	C:\LRC\2012_FALL\EEG_ONR_DAY\WEEK_3\THURSDAY_6_21_12\TRIAL1_7AM\62_3.bdf
62	1	w	2	3	C:\LRC\2012_FALL\EEG_ONR_DAY\WEEK_3\THURSDAY_6_21_12\TRIAL2_11AM\62_1.bdf
62	2	w	2	3	C:\LRC\2012_FALL\EEG_ONR_DAY\WEEK_3\THURSDAY_6_21_12\TRIAL2_11AM\62_2.bdf
62	3	w	2	3	C:\LRC\2012_FALL\EEG_ONR_DAY\WEEK_3\THURSDAY_6_21_12\TRIAL2_11AM\62_3.bdf
62	1	w	3	3	C:\LRC\2012_FALL\EEG_ONR_DAY\WEEK_3\THURSDAY_6_21_12\TRIAL3_3PM\62_1.bdf
62	2	w	3	3	C:\LRC\2012_FALL\EEG_ONR_DAY\WEEK_3\THURSDAY_6_21_12\TRIAL3_3PM\62_2.bdf
62	3	w	3	3	C:\LRC\2012_FALL\EEG_ONR_DAY\WEEK_3\THURSDAY_6_21_12\TRIAL3_3PM\62_3.bdf
63	1	d	1	3	C:\LRC\2012_FALL\EEG_ONR_DAY\WEEK_3\THURSDAY_6_21_12\TRIAL1_7AM\63_1.bdf
63	2	d	1	3	C:\LRC\2012_FALL\EEG_ONR_DAY\WEEK_3\THURSDAY_6_21_12\TRIAL1_7AM\63_2.bdf
63	3	d	1	3	C:\LRC\2012_FALL\EEG_ONR_DAY\WEEK_3\THURSDAY_6_21_12\TRIAL1_7AM\63_3.bdf
63	1	d	2	3	C:\LRC\2012_FALL\EEG_ONR_DAY\WEEK_3\THURSDAY_6_21_12\TRIAL2_11AM\63_1.bdf
63	2	d	2	3	C:\LRC\2012_FALL\EEG_ONR_DAY\WEEK_3\THURSDAY_6_21_12\TRIAL2_11AM\63_2.bdf
63	3	d	2	3	C:\LRC\2012_FALL\EEG_ONR_DAY\WEEK_3\THURSDAY_6_21_12\TRIAL2_11AM\63_3.bdf
63	1	d	3	3	C:\LRC\2012_FALL\EEG_ONR_DAY\WEEK_3\THURSDAY_6_21_12\TRIAL3_3PM\63_1.bdf
63	2	d	3	3	C:\LRC\2012_FALL\EEG_ONR_DAY\WEEK_3\THURSDAY_6_21_12\TRIAL3_3PM\63_2.bdf
63	3	d	3	3	C:\LRC\2012_FALL\EEG_ONR_DAY\WEEK_3\THURSDAY_6_21_12\TRIAL3_3PM\63_3.bdf
63	1	r	1	1	C:\LRC\2012_FALL\EEG_ONR_DAY\WEEK_1\THURSDAY_06_07_12\TRIAL1_7am\63_1.bdf
